timestamp,users_holding
"2018-05-26 20:44:00",32921
"2018-05-26 21:43:59",32921
"2018-05-26 22:44:00",32921
"2018-05-26 23:44:00",32921
"2018-05-27 00:44:00",32921
"2018-05-27 01:44:00",32921
"2018-05-27 02:44:00",32921
"2018-05-27 03:43:59",32921
"2018-05-27 04:44:00",32921
"2018-05-27 05:44:01",32921
"2018-05-27 06:44:00",32921
"2018-05-27 07:43:59",32921
"2018-05-27 08:44:00",32921
"2018-05-27 09:43:59",32921
"2018-05-27 10:43:59",32921
"2018-05-27 11:44:00",32921
"2018-05-27 12:43:59",32921
"2018-05-27 13:44:01",32921
"2018-05-27 14:44:00",32921
"2018-05-27 15:44:00",32921
"2018-05-27 16:44:00",32921
"2018-05-27 17:43:59",32921
"2018-05-27 18:44:00",32921
"2018-05-27 19:43:59",32921
"2018-05-27 20:44:00",32921
"2018-05-27 21:44:01",32921
"2018-05-27 22:44:01",32921
"2018-05-27 23:44:01",32921
"2018-05-28 00:44:00",32921
"2018-05-28 01:43:59",32921
"2018-05-28 02:44:00",32921
"2018-05-28 03:44:00",32921
"2018-05-28 04:44:00",32921
"2018-05-28 05:43:59",32921
"2018-05-28 06:44:00",32921
"2018-05-28 07:43:59",32921
"2018-05-28 08:43:59",32921
"2018-05-28 09:44:00",32921
"2018-05-28 10:43:59",32921
"2018-05-28 11:44:00",32921
"2018-05-28 12:44:00",32921
"2018-05-28 13:44:00",32921
"2018-05-28 14:44:00",32921
"2018-05-28 15:44:00",32921
"2018-05-28 16:43:59",32921
"2018-05-28 17:44:00",32921
"2018-05-28 18:44:00",32921
"2018-05-28 19:44:00",32921
"2018-05-28 20:44:00",32921
"2018-05-28 21:44:00",32921
"2018-05-28 22:44:00",32921
"2018-05-28 23:44:00",32921
"2018-05-29 00:44:00",32921
"2018-05-29 01:43:59",32921
"2018-05-29 02:44:00",32921
"2018-05-29 03:44:00",32921
"2018-05-29 04:44:00",32921
"2018-05-29 05:44:00",32921
"2018-05-29 06:44:00",32921
"2018-05-29 07:44:00",32921
"2018-05-29 08:44:06",32921
"2018-05-29 09:44:00",32924
"2018-05-29 10:43:59",32924
"2018-05-29 11:43:59",32924
"2018-05-29 12:44:00",32924
"2018-05-30 19:54:41",32494
"2018-05-30 20:44:00",32448
"2018-05-30 21:44:00",32446
"2018-05-30 22:44:00",32447
"2018-05-30 23:44:00",32447
"2018-05-31 00:44:00",32447
"2018-05-31 01:44:02",32447
"2018-05-31 02:44:00",32447
"2018-05-31 03:44:04",32447
"2018-05-31 04:43:59",32447
"2018-05-31 05:44:00",32447
"2018-05-31 06:44:01",32447
"2018-05-31 07:44:00",32447
"2018-05-31 08:44:00",32447
"2018-05-31 09:44:00",32447
"2018-05-31 10:44:00",32449
"2018-05-31 11:44:00",32449
"2018-05-31 12:44:00",32449
"2018-05-31 13:44:02",32449
"2018-05-31 14:44:00",32438
"2018-05-31 15:44:00",32411
"2018-05-31 16:44:00",32442
"2018-05-31 17:44:00",32456
"2018-05-31 18:44:01",32486
"2018-05-31 19:44:00",32503
"2018-05-31 20:44:01",32527
"2018-05-31 21:44:00",32528
"2018-05-31 22:44:00",32531
"2018-05-31 23:44:00",32531
"2018-06-01 00:44:00",32531
"2018-06-01 01:44:00",32531
"2018-06-01 02:44:00",32531
"2018-06-01 03:44:00",32531
"2018-06-01 04:44:00",32531
"2018-06-01 05:43:59",32531
"2018-06-01 06:44:01",32531
"2018-06-01 07:44:01",32531
"2018-06-01 08:44:02",32531
"2018-06-01 09:44:00",32531
"2018-06-01 10:43:59",32531
"2018-06-01 11:44:00",32531
"2018-06-01 12:43:59",32533
"2018-06-01 13:44:09",32533
"2018-06-01 14:44:01",32521
"2018-06-01 15:44:02",32499
"2018-06-01 16:44:02",32481
"2018-06-01 17:44:02",32475
"2018-06-01 18:44:01",32454
"2018-06-01 19:44:02",32442
"2018-06-01 20:44:01",32440
"2018-06-01 21:44:01",32440
"2018-06-01 22:44:02",32441
"2018-06-01 23:44:01",32441
"2018-06-02 00:44:01",32441
"2018-06-02 01:44:01",32441
"2018-06-02 02:44:02",32441
"2018-06-02 03:44:02",32441
"2018-06-02 04:44:01",32441
"2018-06-02 05:44:02",32441
"2018-06-02 06:44:01",32441
"2018-06-02 07:44:01",32441
"2018-06-02 08:44:00",32441
"2018-06-02 09:44:02",32441
"2018-06-02 10:44:00",32441
"2018-06-02 11:44:00",32441
"2018-06-02 12:44:02",32441
"2018-06-02 13:44:02",32441
"2018-06-02 14:44:02",32440
"2018-06-02 15:44:02",32440
"2018-06-02 16:44:02",32440
"2018-06-02 17:44:01",32440
"2018-06-02 18:44:01",32440
"2018-06-02 19:44:02",32440
"2018-06-02 20:44:02",32440
"2018-06-02 21:44:02",32440
"2018-06-02 22:44:01",32440
"2018-06-02 23:44:02",32440
"2018-06-03 00:44:00",32440
"2018-06-03 01:44:01",32440
"2018-06-03 02:44:01",32440
"2018-06-03 03:44:01",32440
"2018-06-03 04:44:00",32440
"2018-06-03 05:44:01",32440
"2018-06-03 06:44:01",32440
"2018-06-03 19:46:17",32440
"2018-06-03 20:44:02",32440
"2018-06-03 21:44:01",32440
"2018-06-03 22:44:01",32440
"2018-06-03 23:44:01",32440
"2018-06-04 00:44:01",32440
"2018-06-04 01:44:01",32440
"2018-06-04 02:44:01",32440
"2018-06-04 03:44:01",32440
"2018-06-04 04:44:03",32440
"2018-06-04 05:44:01",32440
"2018-06-04 06:44:01",32440
"2018-06-04 07:44:01",32440
"2018-06-04 08:44:01",32440
"2018-06-04 09:44:01",32441
"2018-06-04 10:43:54",32441
"2018-06-04 11:43:54",32441
"2018-06-04 12:43:54",32441
"2018-06-04 13:43:56",32441
"2018-06-04 14:43:56",32357
"2018-06-04 15:43:56",32238
"2018-06-04 16:43:55",32080
"2018-06-04 17:43:56",32009
"2018-06-04 18:43:56",31930
"2018-06-04 19:43:57",31875
"2018-06-04 20:43:57",31771
