,,,,,,,,,,,,,,,,,
Date,Google,Date,FB,Date,Apple,Date,Amazon,Date,Costco,Date,Walmart,Date,American_airline,Date,McDonald,Date,Wells_Fargo
3/10/2015 16:00,1787357,7/25/2017 16:00,15383241,3/10/2015 16:00,68856582,3/10/2015 16:00,3120972,3/10/2015 16:00,2128136,3/10/2015 16:00,6310805,3/31/2015 16:00,8386414,3/10/2015 16:00,7838673,3/10/2015 16:00,18721360
3/11/2015 16:00,1815763,7/26/2017 16:00,35236867,3/11/2015 16:00,68938974,3/11/2015 16:00,2495097,3/11/2015 16:00,1734275,3/11/2015 16:00,6160859,4/1/2015 16:00,15191509,3/11/2015 16:00,9390752,3/11/2015 16:00,16612358
3/12/2015 16:00,1385772,7/27/2017 16:00,68910708,3/12/2015 16:00,48362719,3/12/2015 16:00,2810001,3/12/2015 16:00,1563991,3/12/2015 16:00,5225526,4/2/2015 16:00,14109775,3/12/2015 16:00,8765071,3/12/2015 16:00,26265726
3/13/2015 16:00,1698872,7/28/2017 16:00,24557553,3/13/2015 16:00,51827283,3/13/2015 16:00,2611658,3/13/2015 16:00,1470086,3/13/2015 16:00,4762226,4/6/2015 16:00,13323351,3/13/2015 16:00,5152750,3/13/2015 16:00,17591416
3/16/2015 16:00,1636493,7/31/2017 16:00,25478945,3/16/2015 16:00,35874300,3/16/2015 16:00,2354059,3/16/2015 16:00,2532741,3/16/2015 16:00,6519099,4/7/2015 16:00,9393200,3/16/2015 16:00,4772244,3/16/2015 16:00,15505153
3/17/2015 16:00,1800570,8/1/2017 16:00,14384957,3/17/2015 16:00,51023104,3/17/2015 16:00,2036961,3/17/2015 16:00,1972534,3/17/2015 16:00,4801961,4/8/2015 16:00,11180048,3/17/2015 16:00,4530709,3/17/2015 16:00,13096920
3/18/2015 16:00,2128714,8/2/2017 16:00,17433774,3/18/2015 16:00,65270945,3/18/2015 16:00,2654135,3/18/2015 16:00,2773388,3/18/2015 16:00,10252336,4/9/2015 16:00,11576174,3/18/2015 16:00,5830738,3/18/2015 16:00,19999938
3/19/2015 16:00,1194049,8/3/2017 16:00,10793841,3/19/2015 16:00,45809490,3/19/2015 16:00,1915671,3/19/2015 16:00,1862908,3/19/2015 16:00,7211751,4/10/2015 16:00,11713378,3/19/2015 16:00,3615367,3/19/2015 16:00,14840011
3/20/2015 16:00,2609690,8/4/2017 16:00,10777727,3/20/2015 16:00,68695136,3/20/2015 16:00,3763553,3/20/2015 16:00,5859312,3/20/2015 16:00,12364642,4/13/2015 16:00,9350279,3/20/2015 16:00,10013595,3/20/2015 16:00,26484923
3/23/2015 16:00,1639306,8/7/2017 16:00,12787844,3/23/2015 16:00,37709674,3/23/2015 16:00,2239343,3/23/2015 16:00,1666316,3/23/2015 16:00,6505721,4/14/2015 16:00,9878409,3/23/2015 16:00,9231995,3/23/2015 16:00,16476804
3/24/2015 16:00,2576234,8/8/2017 16:00,14393524,3/24/2015 16:00,32842304,3/24/2015 16:00,2228214,3/24/2015 16:00,1636999,3/24/2015 16:00,5359107,4/15/2015 16:00,9846675,3/24/2015 16:00,7549944,3/24/2015 16:00,13927323
3/25/2015 16:00,2146384,8/9/2017 16:00,10814984,3/25/2015 16:00,51655177,3/25/2015 16:00,3429497,3/25/2015 16:00,2266792,3/25/2015 16:00,6645573,4/16/2015 16:00,7155874,3/25/2015 16:00,6030491,3/25/2015 16:00,15413262
3/26/2015 16:00,1568331,8/10/2017 16:00,20832746,3/26/2015 16:00,47572869,3/26/2015 16:00,2929962,3/26/2015 16:00,1554789,3/26/2015 16:00,8267163,4/17/2015 16:00,8659765,3/26/2015 16:00,10445795,3/26/2015 16:00,15038604
3/27/2015 16:00,1892323,8/11/2017 16:00,13791153,3/27/2015 16:00,39546151,3/27/2015 16:00,2609774,3/27/2015 16:00,1329918,3/27/2015 16:00,5717385,4/20/2015 16:00,9523520,3/27/2015 16:00,4642232,3/27/2015 16:00,13600225
3/30/2015 16:00,1283958,8/14/2017 16:00,12954231,3/30/2015 16:00,47099670,3/30/2015 16:00,1820933,3/30/2015 16:00,1463754,3/30/2015 16:00,5700494,4/21/2015 16:00,10850327,3/30/2015 16:00,4072090,3/30/2015 16:00,11705834
3/31/2015 16:00,1583677,8/15/2017 16:00,8729172,3/31/2015 16:00,42090553,3/31/2015 16:00,2506122,3/31/2015 16:00,1886112,3/31/2015 16:00,5587701,4/22/2015 16:00,7333255,3/31/2015 16:00,5616991,3/31/2015 16:00,13306210
4/1/2015 16:00,1957718,8/16/2017 16:00,15779924,4/1/2015 16:00,40621437,4/1/2015 16:00,2458095,4/1/2015 16:00,1795025,4/1/2015 16:00,8306662,4/23/2015 16:00,9821775,4/1/2015 16:00,7484752,4/1/2015 16:00,15436366
4/2/2015 16:00,1711737,8/17/2017 16:00,17216030,4/2/2015 16:00,32220131,4/2/2015 16:00,1875279,4/2/2015 16:00,1096109,4/2/2015 16:00,5795731,4/24/2015 16:00,20248074,4/2/2015 16:00,6613851,4/2/2015 16:00,13498768
4/6/2015 16:00,1320767,8/18/2017 16:00,15093638,4/6/2015 16:00,37193975,4/6/2015 16:00,3050709,4/6/2015 16:00,1767562,4/6/2015 16:00,6380650,4/27/2015 16:00,9843392,4/6/2015 16:00,4501246,4/6/2015 16:00,10782402
4/7/2015 16:00,1299298,8/21/2017 16:00,11907488,4/7/2015 16:00,35012268,4/7/2015 16:00,1954902,4/7/2015 16:00,1392314,4/7/2015 16:00,6605720,4/28/2015 16:00,9235688,4/7/2015 16:00,4443683,4/7/2015 16:00,10853676
4/8/2015 16:00,1175332,8/22/2017 16:00,11390975,4/8/2015 16:00,37329243,4/8/2015 16:00,2636434,4/8/2015 16:00,1482950,4/8/2015 16:00,6694715,4/29/2015 16:00,18050280,4/8/2015 16:00,4445210,4/8/2015 16:00,9828654
4/9/2015 16:00,1553586,8/23/2017 16:00,9856473,4/9/2015 16:00,32483974,4/9/2015 16:00,2392328,4/9/2015 16:00,3401763,4/9/2015 16:00,3923559,4/30/2015 16:00,9400367,4/9/2015 16:00,4790037,4/9/2015 16:00,10279337
4/10/2015 16:00,1405574,8/24/2017 16:00,14030420,4/10/2015 16:00,40187953,4/10/2015 16:00,2573519,4/10/2015 16:00,1572920,4/10/2015 16:00,5480618,5/1/2015 16:00,8084568,4/10/2015 16:00,5937547,4/10/2015 16:00,9529001
4/13/2015 16:00,1640809,8/25/2017 16:00,12614477,4/13/2015 16:00,36365123,4/13/2015 16:00,1894453,4/13/2015 16:00,1120171,4/13/2015 16:00,4698111,5/4/2015 16:00,5589831,4/13/2015 16:00,5197686,4/13/2015 16:00,14924738
4/14/2015 16:00,2597043,8/28/2017 16:00,8553741,4/14/2015 16:00,25524593,4/14/2015 16:00,2583575,4/14/2015 16:00,1540864,4/14/2015 16:00,5531680,5/5/2015 16:00,11384951,4/14/2015 16:00,4961148,4/14/2015 16:00,29287802
4/15/2015 16:00,2312512,8/29/2017 16:00,11120986,4/15/2015 16:00,28970419,4/15/2015 16:00,1933229,4/15/2015 16:00,1405557,4/15/2015 16:00,6200161,5/6/2015 16:00,10116405,4/15/2015 16:00,6604429,4/15/2015 16:00,16898542
4/16/2015 16:00,1296304,8/30/2017 16:00,11138293,4/16/2015 16:00,28368987,4/16/2015 16:00,2080418,4/16/2015 16:00,2680610,4/16/2015 16:00,8014038,5/7/2015 16:00,11427992,4/16/2015 16:00,5071647,4/16/2015 16:00,15643194
4/17/2015 16:00,2145955,8/31/2017 16:00,17226465,4/17/2015 16:00,51957046,4/17/2015 16:00,3839664,4/17/2015 16:00,4369326,4/17/2015 16:00,11822006,5/8/2015 16:00,6478195,4/17/2015 16:00,6933576,4/17/2015 16:00,17569686
4/20/2015 16:00,1675487,9/1/2017 16:00,11677589,4/20/2015 16:00,47054310,4/20/2015 16:00,5016148,4/20/2015 16:00,2882070,4/20/2015 16:00,8847416,5/11/2015 16:00,8036689,4/20/2015 16:00,4382441,4/20/2015 16:00,13327224
4/21/2015 16:00,1839668,9/5/2017 16:00,13221127,4/21/2015 16:00,32435057,4/21/2015 16:00,4643524,4/21/2015 16:00,1616723,4/21/2015 16:00,6200236,5/12/2015 16:00,6820544,4/21/2015 16:00,5980902,4/21/2015 16:00,10954127
4/22/2015 16:00,1589248,9/6/2017 16:00,13906342,4/22/2015 16:00,37654505,4/22/2015 16:00,3474724,4/22/2015 16:00,1424247,4/22/2015 16:00,7594683,5/13/2015 16:00,8553119,4/22/2015 16:00,19253251,4/22/2015 16:00,13563032
4/23/2015 16:00,4173376,9/7/2017 16:00,18049527,4/23/2015 16:00,45770902,4/23/2015 16:00,7979985,4/23/2015 16:00,1352575,4/23/2015 16:00,7468710,5/14/2015 16:00,7980104,4/23/2015 16:00,6336484,4/23/2015 16:00,14657785
4/24/2015 16:00,4919031,9/8/2017 16:00,10998459,4/24/2015 16:00,44525905,4/24/2015 16:00,17176904,4/24/2015 16:00,1421088,4/24/2015 16:00,6867745,5/15/2015 16:00,6650381,4/24/2015 16:00,7741339,4/24/2015 16:00,15265278
4/27/2015 16:00,2398039,9/11/2017 16:00,12372040,4/27/2015 16:00,96954207,4/27/2015 16:00,5430949,4/27/2015 16:00,1716996,4/27/2015 16:00,6449809,5/18/2015 16:00,6152250,4/27/2015 16:00,7282644,4/27/2015 16:00,19852407
4/28/2015 16:00,1490983,9/12/2017 16:00,11186328,4/28/2015 16:00,118923970,4/28/2015 16:00,4140483,4/28/2015 16:00,1302052,4/28/2015 16:00,4895176,5/19/2015 16:00,14984942,4/28/2015 16:00,4357219,4/28/2015 16:00,13028265
4/29/2015 16:00,1698761,9/13/2017 16:00,9119295,4/29/2015 16:00,63386083,4/29/2015 16:00,3621688,4/29/2015 16:00,1719013,4/29/2015 16:00,7086849,5/20/2015 16:00,51460347,4/29/2015 16:00,5678230,4/29/2015 16:00,18143072
4/30/2015 16:00,2082214,9/14/2017 16:00,15615654,4/30/2015 16:00,83195423,4/30/2015 16:00,3647877,4/30/2015 16:00,2523216,4/30/2015 16:00,8795753,5/21/2015 16:00,23895773,4/30/2015 16:00,8300190,4/30/2015 16:00,16577793
5/1/2015 16:00,1768181,9/15/2017 16:00,15660539,5/1/2015 16:00,58512638,5/1/2015 16:00,3565824,5/1/2015 16:00,1505446,5/1/2015 16:00,4999917,5/22/2015 16:00,16113065,5/1/2015 16:00,6280290,5/1/2015 16:00,12069148
5/4/2015 16:00,1307960,9/18/2017 16:00,12954013,5/4/2015 16:00,50988278,5/4/2015 16:00,2270448,5/4/2015 16:00,1288750,5/4/2015 16:00,6652581,5/26/2015 16:00,17481066,5/4/2015 16:00,8418290,5/4/2015 16:00,9978388
5/5/2015 16:00,1383068,9/19/2017 16:00,13168595,5/5/2015 16:00,49271416,5/5/2015 16:00,2856386,5/5/2015 16:00,1769579,5/5/2015 16:00,5855412,5/27/2015 16:00,13017827,5/5/2015 16:00,7637026,5/5/2015 16:00,17067954
5/6/2015 16:00,1566987,9/20/2017 16:00,12264125,5/6/2015 16:00,72141010,5/6/2015 16:00,2552474,5/6/2015 16:00,1737330,5/6/2015 16:00,5480055,5/28/2015 16:00,9238835,5/6/2015 16:00,6610371,5/6/2015 16:00,15668126
5/7/2015 16:00,1546278,9/21/2017 16:00,11161412,5/7/2015 16:00,43940895,5/7/2015 16:00,2766132,5/7/2015 16:00,2565148,5/7/2015 16:00,5538289,5/29/2015 16:00,13236123,5/7/2015 16:00,5019232,5/7/2015 16:00,14722986
5/8/2015 16:00,1527615,9/22/2017 16:00,12097138,5/8/2015 16:00,55550382,5/8/2015 16:00,2908838,5/8/2015 16:00,1728677,5/8/2015 16:00,5346476,6/1/2015 16:00,21917072,5/8/2015 16:00,7540354,5/8/2015 16:00,17477038
5/11/2015 16:00,905285,9/25/2017 16:00,41251583,5/11/2015 16:00,42035757,5/11/2015 16:00,2393737,5/11/2015 16:00,1906719,5/11/2015 16:00,3744682,6/2/2015 16:00,14832921,5/11/2015 16:00,4123670,5/11/2015 16:00,12922055
5/12/2015 16:00,1634174,9/26/2017 16:00,23363335,5/12/2015 16:00,48160032,5/12/2015 16:00,1947822,5/12/2015 16:00,1923886,5/12/2015 16:00,8448943,6/3/2015 16:00,13272584,5/12/2015 16:00,4847951,5/12/2015 16:00,11705874
5/13/2015 16:00,1253063,9/27/2017 16:00,19242548,5/13/2015 16:00,34694235,5/13/2015 16:00,1996328,5/13/2015 16:00,2135920,5/13/2015 16:00,8420709,6/4/2015 16:00,14128026,5/13/2015 16:00,6526873,5/13/2015 16:00,11448061
5/14/2015 16:00,1403935,9/28/2017 16:00,12178747,5/14/2015 16:00,45203456,5/14/2015 16:00,1888477,5/14/2015 16:00,3023665,5/14/2015 16:00,6170246,6/5/2015 16:00,9951149,5/14/2015 16:00,4743954,5/14/2015 16:00,11020226
5/15/2015 16:00,1971343,9/29/2017 16:00,15340366,5/15/2015 16:00,38208034,5/15/2015 16:00,4240306,5/15/2015 16:00,2357005,5/15/2015 16:00,6617173,6/8/2015 16:00,25757794,5/15/2015 16:00,7607155,5/15/2015 16:00,13320966
5/18/2015 16:00,2003421,10/2/2017 16:00,13392280,5/18/2015 16:00,50882918,5/18/2015 16:00,2390229,5/18/2015 16:00,1451924,5/18/2015 16:00,8298185,6/9/2015 16:00,27024764,5/18/2015 16:00,4100835,5/18/2015 16:00,10636979
5/19/2015 16:00,1966947,10/3/2017 16:00,8190273,5/19/2015 16:00,44633240,5/19/2015 16:00,2465240,5/19/2015 16:00,1332707,5/19/2015 16:00,22454403,6/10/2015 16:00,15731942,5/19/2015 16:00,10807720,5/19/2015 16:00,17194013
5/20/2015 16:00,1430826,10/4/2017 16:00,12127887,5/20/2015 16:00,36454932,5/20/2015 16:00,2196159,5/20/2015 16:00,1640883,5/20/2015 16:00,10540638,6/11/2015 16:00,10116732,5/20/2015 16:00,6185077,5/20/2015 16:00,13291779
5/21/2015 16:00,1462695,10/5/2017 16:00,14580628,5/21/2015 16:00,39730364,5/21/2015 16:00,4121401,5/21/2015 16:00,1539527,5/21/2015 16:00,6756003,6/12/2015 16:00,10333824,5/21/2015 16:00,4729942,5/21/2015 16:00,13466454
5/22/2015 16:00,1176214,10/6/2017 16:00,13124473,5/22/2015 16:00,45595972,5/22/2015 16:00,2020629,5/22/2015 16:00,1189460,5/22/2015 16:00,6815006,6/15/2015 16:00,8830268,5/22/2015 16:00,4559491,5/22/2015 16:00,8567638
5/26/2015 16:00,2406512,10/9/2017 16:00,14570413,5/26/2015 16:00,70697560,5/26/2015 16:00,2244185,5/26/2015 16:00,2477397,5/26/2015 16:00,10571548,6/16/2015 16:00,9212092,5/26/2015 16:00,7123129,5/26/2015 16:00,15859118
5/27/2015 16:00,1525019,10/10/2017 16:00,11341081,5/27/2015 16:00,45833246,5/27/2015 16:00,2231088,5/27/2015 16:00,2954072,5/27/2015 16:00,6986968,6/17/2015 16:00,9567438,5/27/2015 16:00,8129366,5/27/2015 16:00,12526067
5/28/2015 16:00,1029849,10/11/2017 16:00,11283663,5/28/2015 16:00,30733309,5/28/2015 16:00,1912436,5/28/2015 16:00,3206152,5/28/2015 16:00,5024775,6/18/2015 16:00,10647022,5/28/2015 16:00,10204008,5/28/2015 16:00,10348506
5/29/2015 16:00,2597407,10/12/2017 16:00,10351044,5/29/2015 16:00,50884452,5/29/2015 16:00,3016060,5/29/2015 16:00,3027050,5/29/2015 16:00,6374035,6/19/2015 16:00,20198313,5/29/2015 16:00,6439140,5/29/2015 16:00,17291212
6/1/2015 16:00,1904332,10/13/2017 16:00,13658307,6/1/2015 16:00,32112797,6/1/2015 16:00,2253264,6/1/2015 16:00,2183416,6/1/2015 16:00,5645937,6/22/2015 16:00,15120162,6/1/2015 16:00,4919073,6/1/2015 16:00,15746116
6/2/2015 16:00,1938989,10/16/2017 16:00,11498752,6/2/2015 16:00,33667627,6/2/2015 16:00,1669845,6/2/2015 16:00,1963529,6/2/2015 16:00,5797384,6/23/2015 16:00,10701960,6/2/2015 16:00,4430255,6/2/2015 16:00,13148396
6/3/2015 16:00,1717036,10/17/2017 16:00,15990079,6/3/2015 16:00,30983542,6/3/2015 16:00,2727914,6/3/2015 16:00,1858446,6/3/2015 16:00,6092300,6/24/2015 16:00,6895903,6/3/2015 16:00,4165709,6/3/2015 16:00,16197690
6/4/2015 16:00,1348337,10/18/2017 16:00,12752351,6/4/2015 16:00,38450118,6/4/2015 16:00,2510761,6/4/2015 16:00,2898607,6/4/2015 16:00,8982397,6/25/2015 16:00,8174154,6/4/2015 16:00,4702848,6/4/2015 16:00,17625840
6/5/2015 16:00,1388220,10/19/2017 16:00,14048350,6/5/2015 16:00,35626800,6/5/2015 16:00,1907855,6/5/2015 16:00,3203240,6/5/2015 16:00,10634096,6/26/2015 16:00,9819882,6/5/2015 16:00,3959308,6/5/2015 16:00,16890153
6/8/2015 16:00,1524139,10/20/2017 16:00,12602238,6/8/2015 16:00,52674786,6/8/2015 16:00,2172525,6/8/2015 16:00,1879735,6/8/2015 16:00,9592246,6/29/2015 16:00,17651705,6/8/2015 16:00,4594148,6/8/2015 16:00,14248446
6/9/2015 16:00,1455266,10/23/2017 16:00,13852658,6/9/2015 16:00,56075420,6/9/2015 16:00,2288663,6/9/2015 16:00,2039068,6/9/2015 16:00,8332348,6/30/2015 16:00,11184512,6/9/2015 16:00,7770880,6/9/2015 16:00,14669709
6/10/2015 16:00,1814958,10/24/2017 16:00,12267913,6/10/2015 16:00,39087250,6/10/2015 16:00,2172333,6/10/2015 16:00,1725642,6/10/2015 16:00,11215747,7/1/2015 16:00,24907070,6/10/2015 16:00,4828577,6/10/2015 16:00,18621740
6/11/2015 16:00,1217536,10/25/2017 16:00,15868197,6/11/2015 16:00,35390887,6/11/2015 16:00,2922459,6/11/2015 16:00,1342315,6/11/2015 16:00,7419031,7/2/2015 16:00,11080020,6/11/2015 16:00,4203767,6/11/2015 16:00,13943152
6/12/2015 16:00,955789,10/26/2017 16:00,11833141,6/12/2015 16:00,36886246,6/12/2015 16:00,2054385,6/12/2015 16:00,1290728,6/12/2015 16:00,7246389,7/6/2015 16:00,9157738,6/12/2015 16:00,3702058,6/12/2015 16:00,13438660
6/15/2015 16:00,1632702,10/27/2017 16:00,30285281,6/15/2015 16:00,43988946,6/15/2015 16:00,2050987,6/15/2015 16:00,1940600,6/15/2015 16:00,7566445,7/7/2015 16:00,10375901,6/15/2015 16:00,5861757,6/15/2015 16:00,12920392
6/16/2015 16:00,1071814,10/30/2017 16:00,24353160,6/16/2015 16:00,31494131,6/16/2015 16:00,2297469,6/16/2015 16:00,1554245,6/16/2015 16:00,6215525,7/8/2015 16:00,11193029,6/16/2015 16:00,3094773,6/16/2015 16:00,10476094
6/17/2015 16:00,1294216,10/31/2017 16:00,20174231,6/17/2015 16:00,32918071,6/17/2015 16:00,2185869,6/17/2015 16:00,1508101,6/17/2015 16:00,5703855,7/9/2015 16:00,8490876,6/17/2015 16:00,3940986,6/17/2015 16:00,17497535
6/18/2015 16:00,1833109,11/1/2017 16:00,40918341,6/18/2015 16:00,35407220,6/18/2015 16:00,3378360,6/18/2015 16:00,2074140,6/18/2015 16:00,8376356,7/10/2015 16:00,16451679,6/18/2015 16:00,5100999,6/18/2015 16:00,18299905
6/19/2015 16:00,1893497,11/2/2017 16:00,35529893,6/19/2015 16:00,54716887,6/19/2015 16:00,4495087,6/19/2015 16:00,2758196,6/19/2015 16:00,14548596,7/13/2015 16:00,12076978,6/19/2015 16:00,7380838,6/19/2015 16:00,36236578
6/22/2015 16:00,1250282,11/3/2017 16:00,17822131,6/22/2015 16:00,34039345,6/22/2015 16:00,1823572,6/22/2015 16:00,1415697,6/22/2015 16:00,6489236,7/14/2015 16:00,12701464,6/22/2015 16:00,3893258,6/22/2015 16:00,15088789
6/23/2015 16:00,1197450,11/6/2017 16:00,13312741,6/23/2015 16:00,30268863,6/23/2015 16:00,3245049,6/23/2015 16:00,1490375,6/23/2015 16:00,7869688,7/15/2015 16:00,17922765,6/23/2015 16:00,4541658,6/23/2015 16:00,13353802
6/24/2015 16:00,1286608,11/7/2017 16:00,12928182,6/24/2015 16:00,55280855,6/24/2015 16:00,2620827,6/24/2015 16:00,1965857,6/24/2015 16:00,7338351,7/16/2015 16:00,12111338,6/24/2015 16:00,3927133,6/24/2015 16:00,16166548
6/25/2015 16:00,1335697,11/8/2017 16:00,10494149,6/25/2015 16:00,31938100,6/25/2015 16:00,2237458,6/25/2015 16:00,1660924,6/25/2015 16:00,5286558,7/17/2015 16:00,9735964,6/25/2015 16:00,4299673,6/25/2015 16:00,14042444
6/26/2015 16:00,2109130,11/9/2017 16:00,12610335,6/26/2015 16:00,44066841,6/26/2015 16:00,2624479,6/26/2015 16:00,2248898,6/26/2015 16:00,6897588,7/20/2015 16:00,7645875,6/26/2015 16:00,6039506,6/26/2015 16:00,16975500
6/29/2015 16:00,1937821,11/10/2017 16:00,11070189,6/29/2015 16:00,49161427,6/29/2015 16:00,2753193,6/29/2015 16:00,1963180,6/29/2015 16:00,8186808,7/21/2015 16:00,7300014,6/29/2015 16:00,8412817,6/29/2015 16:00,19288001
6/30/2015 16:00,2235595,11/13/2017 16:00,9523447,6/30/2015 16:00,44370682,6/30/2015 16:00,2596873,6/30/2015 16:00,2454294,6/30/2015 16:00,11102559,7/22/2015 16:00,8302897,6/30/2015 16:00,6656019,6/30/2015 16:00,17346625
7/1/2015 16:00,1961354,11/14/2017 16:00,9585868,7/1/2015 16:00,30238811,7/1/2015 16:00,1987076,7/1/2015 16:00,1707275,7/1/2015 16:00,10773754,7/23/2015 16:00,16579876,7/1/2015 16:00,4446181,7/1/2015 16:00,12164829
7/2/2015 16:00,1235903,11/15/2017 16:00,10253667,7/2/2015 16:00,27210952,7/2/2015 16:00,1343397,7/2/2015 16:00,1149212,7/2/2015 16:00,6586031,7/24/2015 16:00,20152599,7/2/2015 16:00,3250897,7/2/2015 16:00,10106770
7/6/2015 16:00,1280525,11/16/2017 16:00,15607582,7/6/2015 16:00,28060431,7/6/2015 16:00,1903161,7/6/2015 16:00,2450379,7/6/2015 16:00,10536427,7/27/2015 16:00,12071366,7/6/2015 16:00,3852466,7/6/2015 16:00,11682148
7/7/2015 16:00,1597229,11/17/2017 16:00,13017980,7/7/2015 16:00,46946811,7/7/2015 16:00,3454248,7/7/2015 16:00,3789987,7/7/2015 16:00,12420672,7/28/2015 16:00,8186041,7/7/2015 16:00,4794388,7/7/2015 16:00,15831636
7/8/2015 16:00,1296699,11/20/2017 16:00,10052391,7/8/2015 16:00,60761614,7/8/2015 16:00,2383130,7/8/2015 16:00,2917687,7/8/2015 16:00,7790907,7/29/2015 16:00,6801435,7/8/2015 16:00,4914297,7/8/2015 16:00,12906474
7/9/2015 16:00,1842347,11/21/2017 16:00,14503990,7/9/2015 16:00,78595038,7/9/2015 16:00,2271395,7/9/2015 16:00,3318747,7/9/2015 16:00,8695162,7/30/2015 16:00,5855845,7/9/2015 16:00,5482465,7/9/2015 16:00,13619932
7/10/2015 16:00,1956682,11/22/2017 16:00,10376329,7/10/2015 16:00,61354474,7/10/2015 16:00,2400981,7/10/2015 16:00,2847058,7/10/2015 16:00,5579323,7/31/2015 16:00,6955874,7/10/2015 16:00,5179204,7/10/2015 16:00,13269498
7/13/2015 16:00,2206475,11/24/2017 13:00,9426283,7/13/2015 16:00,41440538,7/13/2015 16:00,3956802,7/13/2015 16:00,1847844,7/13/2015 16:00,6084498,8/3/2015 16:00,9261863,7/13/2015 16:00,4578676,7/13/2015 16:00,15513740
7/14/2015 16:00,3244066,11/27/2017 16:00,12344516,7/14/2015 16:00,31768139,7/14/2015 16:00,4736215,7/14/2015 16:00,1512809,7/14/2015 16:00,5518153,8/4/2015 16:00,13354267,7/14/2015 16:00,5746015,7/14/2015 16:00,20065315
7/15/2015 16:00,1784554,11/28/2017 16:00,14379674,7/15/2015 16:00,33649200,7/15/2015 16:00,2987399,7/15/2015 16:00,1306690,7/15/2015 16:00,4565758,8/5/2015 16:00,7581022,7/15/2015 16:00,7572296,7/15/2015 16:00,17159024
7/16/2015 16:00,4768318,11/29/2017 16:00,41933484,7/16/2015 16:00,36222447,7/16/2015 16:00,4095581,7/16/2015 16:00,1148062,7/16/2015 16:00,5231377,8/6/2015 16:00,7395473,7/16/2015 16:00,7695976,7/16/2015 16:00,13194343
7/17/2015 16:00,11164943,11/30/2017 16:00,25307601,7/17/2015 16:00,46164710,7/17/2015 16:00,4932176,7/17/2015 16:00,1842128,7/17/2015 16:00,5680568,8/7/2015 16:00,5588631,7/17/2015 16:00,6429758,7/17/2015 16:00,12963915
7/20/2015 16:00,5860872,12/1/2017 16:00,20182523,7/20/2015 16:00,58900203,7/20/2015 16:00,4752491,7/20/2015 16:00,1243630,7/20/2015 16:00,5085621,8/10/2015 16:00,6860606,7/20/2015 16:00,4947041,7/20/2015 16:00,10083709
7/21/2015 16:00,3377196,12/4/2017 16:00,24459422,7/21/2015 16:00,76756427,7/21/2015 16:00,3181831,7/21/2015 16:00,1587849,7/21/2015 16:00,6440966,8/11/2015 16:00,10378553,7/21/2015 16:00,4206403,7/21/2015 16:00,12495006
7/22/2015 16:00,3929309,12/5/2017 16:00,20184908,7/22/2015 16:00,115450607,7/22/2015 16:00,3114898,7/22/2015 16:00,1612043,7/22/2015 16:00,6961551,8/12/2015 16:00,10434817,7/22/2015 16:00,5392096,7/22/2015 16:00,14869861
7/23/2015 16:00,3029109,12/6/2017 16:00,20255846,7/23/2015 16:00,50999452,7/23/2015 16:00,9374431,7/23/2015 16:00,1356889,7/23/2015 16:00,4252166,8/13/2015 16:00,6605820,7/23/2015 16:00,10379901,7/23/2015 16:00,13254085
7/24/2015 16:00,3625747,12/7/2017 16:00,20404533,7/24/2015 16:00,42162332,7/24/2015 16:00,21909381,7/24/2015 16:00,1272667,7/24/2015 16:00,5951117,8/14/2015 16:00,4857867,7/24/2015 16:00,5554324,7/24/2015 16:00,13156679
7/27/2015 16:00,2675381,12/8/2017 16:00,19883764,7/27/2015 16:00,44455540,7/27/2015 16:00,7490960,7/27/2015 16:00,1431288,7/27/2015 16:00,6197584,8/17/2015 16:00,8385397,7/27/2015 16:00,5818589,7/27/2015 16:00,15494553
7/28/2015 16:00,1727327,12/11/2017 16:00,13168575,7/28/2015 16:00,33618097,7/28/2015 16:00,5273092,7/28/2015 16:00,1376487,7/28/2015 16:00,8592296,8/18/2015 16:00,6317183,7/28/2015 16:00,4862990,7/28/2015 16:00,16730162
7/29/2015 16:00,1575069,12/12/2017 16:00,16854098,7/29/2015 16:00,37011653,7/29/2015 16:00,3752634,7/29/2015 16:00,1840544,7/29/2015 16:00,4939545,8/19/2015 16:00,8373959,7/29/2015 16:00,6006335,7/29/2015 16:00,13718104
7/30/2015 16:00,1474203,12/13/2017 16:00,14615718,7/30/2015 16:00,33628268,7/30/2015 16:00,3743065,7/30/2015 16:00,1392698,7/30/2015 16:00,4604480,8/20/2015 16:00,8905660,7/30/2015 16:00,5372197,7/30/2015 16:00,9864823
7/31/2015 16:00,1706149,12/14/2017 16:00,13590999,7/31/2015 16:00,42884953,7/31/2015 16:00,3025598,7/31/2015 16:00,1386789,7/31/2015 16:00,7928371,8/21/2015 16:00,16241613,7/31/2015 16:00,7646955,7/31/2015 16:00,12369653
8/3/2015 16:00,1304511,12/15/2017 16:00,28463101,8/3/2015 16:00,69975968,8/3/2015 16:00,3014236,8/3/2015 16:00,1328134,8/3/2015 16:00,5131447,8/24/2015 16:00,19612661,8/3/2015 16:00,4427199,8/3/2015 16:00,13085930
8/4/2015 16:00,1490881,12/18/2017 16:00,17265376,8/4/2015 16:00,124138623,8/4/2015 16:00,2934590,8/4/2015 16:00,1315321,8/4/2015 16:00,5871254,8/25/2015 16:00,12820340,8/4/2015 16:00,2841872,8/4/2015 16:00,12323471
