,,,,,,,,,,,,,,,,,
Date,Google,Date,FB,Date,Apple,Date,Amazon,Date,Costco,Date,Walmart,Date,American_airline,Date,McDonald,Date,Wells_Fargo
1/18/2012 16:00,2763190,6/6/2014 16:00,42442096,1/18/2012 16:00,9885394,1/18/2012 16:00,7477287,1/18/2012 16:00,2418043,1/18/2012 16:00,5911327,1/18/2012 16:00,6898961,1/18/2012 16:00,4845125,1/18/2012 16:00,42454860
1/19/2012 16:00,6305274,6/9/2014 16:00,37617413,1/19/2012 16:00,9347779,1/19/2012 16:00,7100003,1/19/2012 16:00,1994090,1/19/2012 16:00,9234851,1/19/2012 16:00,10417482,1/19/2012 16:00,4763286,1/19/2012 16:00,33162732
1/20/2012 16:00,10576774,6/10/2014 16:00,69338140,1/20/2012 16:00,14784607,1/20/2012 16:00,5610542,1/20/2012 16:00,2304375,1/20/2012 16:00,10382040,1/20/2012 16:00,16714323,1/20/2012 16:00,5630308,1/20/2012 16:00,37198208
1/23/2012 16:00,3413040,6/11/2014 16:00,44241926,1/23/2012 16:00,10930778,1/23/2012 16:00,4587694,1/23/2012 16:00,1916714,1/23/2012 16:00,7134026,1/23/2012 16:00,24501232,1/23/2012 16:00,6060657,1/23/2012 16:00,35275040
1/24/2012 16:00,3056391,6/12/2014 16:00,55729828,1/24/2012 16:00,19558472,1/24/2012 16:00,4681086,1/24/2012 16:00,1642877,1/24/2012 16:00,7371375,1/24/2012 16:00,37025088,1/24/2012 16:00,11656042,1/24/2012 16:00,28200864
1/25/2012 16:00,4988196,6/13/2014 16:00,29418910,1/25/2012 16:00,34223692,1/25/2012 16:00,4308183,1/25/2012 16:00,2558289,1/25/2012 16:00,5915713,1/25/2012 16:00,21823326,1/25/2012 16:00,7544000,1/25/2012 16:00,34175312
1/26/2012 16:00,3228004,6/16/2014 16:00,31045811,1/26/2012 16:00,11579673,1/26/2012 16:00,5878847,1/26/2012 16:00,1952583,1/26/2012 16:00,7436168,1/26/2012 16:00,14680828,1/26/2012 16:00,4607314,1/26/2012 16:00,54668040
1/27/2012 16:00,3618815,6/17/2014 16:00,27714816,1/27/2012 16:00,10710233,1/27/2012 16:00,4663070,1/27/2012 16:00,2312026,1/27/2012 16:00,6287253,1/27/2012 16:00,18712208,1/27/2012 16:00,5136505,1/27/2012 16:00,31196116
1/30/2012 16:00,2330967,6/18/2014 16:00,35570154,1/30/2012 16:00,13547439,1/30/2012 16:00,5430039,1/30/2012 16:00,1973466,1/30/2012 16:00,7637547,1/30/2012 16:00,9766747,1/30/2012 16:00,6105115,1/30/2012 16:00,22822966
1/31/2012 16:00,2142716,6/19/2014 16:00,34245182,1/31/2012 16:00,13996855,1/31/2012 16:00,12772139,1/31/2012 16:00,1844580,1/31/2012 16:00,9764529,1/31/2012 16:00,9130319,1/31/2012 16:00,6576327,1/31/2012 16:00,31215088
2/1/2012 16:00,2320950,6/20/2014 16:00,46466073,2/1/2012 16:00,9644366,2/1/2012 16:00,21341032,2/1/2012 16:00,3036218,2/1/2012 16:00,12131010,2/1/2012 16:00,34972876,2/1/2012 16:00,6141677,2/1/2012 16:00,34829412
2/2/2012 16:00,2414672,6/23/2014 16:00,34560121,2/2/2012 16:00,6671221,2/2/2012 16:00,8738896,2/2/2012 16:00,4697954,2/2/2012 16:00,6211353,2/2/2012 16:00,13015538,2/2/2012 16:00,3984023,2/2/2012 16:00,24632212
2/3/2012 16:00,3169260,6/24/2014 16:00,57334867,2/3/2012 16:00,10245287,2/3/2012 16:00,8122732,2/3/2012 16:00,2347868,2/3/2012 16:00,7727175,2/3/2012 16:00,7868877,2/3/2012 16:00,5600855,2/3/2012 16:00,46265912
2/6/2012 16:00,3679755,6/25/2014 16:00,44308249,2/6/2012 16:00,8917228,2/6/2012 16:00,5311645,2/6/2012 16:00,1378932,2/6/2012 16:00,5480554,2/6/2012 16:00,5642957,2/6/2012 16:00,3486537,2/6/2012 16:00,23339290
2/7/2012 16:00,2092035,6/26/2014 16:00,47713944,2/7/2012 16:00,11293609,2/7/2012 16:00,5104453,2/7/2012 16:00,1574842,2/7/2012 16:00,6093712,2/7/2012 16:00,8961110,2/7/2012 16:00,6029919,2/7/2012 16:00,25437632
2/8/2012 16:00,1836963,6/27/2014 16:00,46460627,2/8/2012 16:00,14567040,2/8/2012 16:00,5477425,2/8/2012 16:00,1662625,2/8/2012 16:00,7268649,2/8/2012 16:00,3298468,2/8/2012 16:00,5441321,2/8/2012 16:00,31646956
2/9/2012 16:00,2265433,6/30/2014 16:00,27201749,2/9/2012 16:00,31579086,2/9/2012 16:00,7189994,2/9/2012 16:00,1317248,2/9/2012 16:00,6453043,2/9/2012 16:00,5678450,2/9/2012 16:00,3608760,2/9/2012 16:00,29693124
2/10/2012 16:00,2325443,7/1/2014 16:00,33243166,2/10/2012 16:00,22546424,2/10/2012 16:00,5798484,2/10/2012 16:00,1689286,2/10/2012 16:00,5501098,2/10/2012 16:00,5018736,2/10/2012 16:00,3875273,2/10/2012 16:00,20051944
2/13/2012 16:00,1816551,7/2/2014 16:00,41895220,2/13/2012 16:00,18471658,2/13/2012 16:00,6073565,2/13/2012 16:00,1556202,2/13/2012 16:00,4174905,2/13/2012 16:00,4000617,2/13/2012 16:00,2971647,2/13/2012 16:00,21961538
2/14/2012 16:00,1803851,7/3/2014 16:00,25203215,2/14/2012 16:00,16497573,2/14/2012 16:00,9534544,2/14/2012 16:00,1186013,2/14/2012 16:00,5173275,2/14/2012 16:00,7750598,2/14/2012 16:00,3520803,2/14/2012 16:00,23511164
2/15/2012 16:00,2426960,7/7/2014 16:00,28745099,2/15/2012 16:00,53789720,2/15/2012 16:00,7802059,2/15/2012 16:00,1570284,2/15/2012 16:00,5833642,2/15/2012 16:00,5782541,2/15/2012 16:00,5264263,2/15/2012 16:00,27140758
2/16/2012 16:00,2530861,7/8/2014 16:00,68926036,2/16/2012 16:00,33733916,2/16/2012 16:00,12565470,2/16/2012 16:00,1771803,2/16/2012 16:00,7259361,2/16/2012 16:00,6804441,2/16/2012 16:00,3996375,2/16/2012 16:00,26475788
2/17/2012 16:00,2449229,7/9/2014 16:00,51431582,2/17/2012 16:00,19135312,2/17/2012 16:00,7418563,2/17/2012 16:00,1966296,2/17/2012 16:00,8192923,2/17/2012 16:00,4620170,2/17/2012 16:00,4931647,2/17/2012 16:00,35724512
2/21/2012 16:00,2481110,7/10/2014 16:00,44421915,2/21/2012 16:00,21628056,2/21/2012 16:00,6758962,2/21/2012 16:00,2345751,2/21/2012 16:00,23896168,2/21/2012 16:00,3154067,2/21/2012 16:00,4474896,2/21/2012 16:00,29337720
2/22/2012 16:00,1967855,7/11/2014 16:00,39212022,2/22/2012 16:00,17260544,2/22/2012 16:00,5786428,2/22/2012 16:00,1955212,2/22/2012 16:00,28630840,2/22/2012 16:00,2803317,2/22/2012 16:00,3918815,2/22/2012 16:00,29078216
2/23/2012 16:00,2055030,7/14/2014 16:00,38536924,2/23/2012 16:00,20286616,2/23/2012 16:00,5157465,2/23/2012 16:00,1996804,2/23/2012 16:00,14880315,2/23/2012 16:00,1884287,2/23/2012 16:00,4167178,2/23/2012 16:00,23331956
2/24/2012 16:00,1937074,7/15/2014 16:00,44292944,2/24/2012 16:00,14831415,2/24/2012 16:00,3669165,2/24/2012 16:00,1262134,2/24/2012 16:00,9925842,2/24/2012 16:00,2446388,2/24/2012 16:00,3661956,2/24/2012 16:00,21610700
2/27/2012 16:00,1814618,7/16/2014 16:00,29593589,2/27/2012 16:00,19556472,2/27/2012 16:00,3707942,2/27/2012 16:00,2344406,2/27/2012 16:00,12263756,2/27/2012 16:00,1287373,2/27/2012 16:00,4046009,2/27/2012 16:00,36242492
2/28/2012 16:00,2847797,7/17/2014 16:00,38188432,2/28/2012 16:00,21442354,2/28/2012 16:00,5764907,2/28/2012 16:00,3531723,2/28/2012 16:00,10761897,2/28/2012 16:00,1719099,2/28/2012 16:00,4366086,2/28/2012 16:00,30736388
2/29/2012 16:00,3136837,7/18/2014 16:00,42455649,2/29/2012 16:00,34000056,2/29/2012 16:00,5302508,2/29/2012 16:00,5345248,2/29/2012 16:00,11486359,2/29/2012 16:00,2087184,2/29/2012 16:00,5464272,2/29/2012 16:00,33656504
3/1/2012 16:00,2238010,7/21/2014 16:00,49539121,3/1/2012 16:00,24401884,3/1/2012 16:00,4938425,3/1/2012 16:00,3051111,3/1/2012 16:00,16285674,3/1/2012 16:00,3659142,3/1/2012 16:00,4086982,3/1/2012 16:00,27223934
3/2/2012 16:00,1573214,7/22/2014 16:00,40397693,3/2/2012 16:00,15418227,3/2/2012 16:00,3658009,3/2/2012 16:00,1956295,3/2/2012 16:00,9858283,3/2/2012 16:00,1548604,3/2/2012 16:00,4311799,3/2/2012 16:00,22721840
3/5/2012 16:00,1593250,7/23/2014 16:00,78434716,3/5/2012 16:00,28897168,3/5/2012 16:00,4684257,3/5/2012 16:00,3040878,3/5/2012 16:00,9650954,3/5/2012 16:00,4598502,3/5/2012 16:00,6313169,3/5/2012 16:00,21920330
3/6/2012 16:00,3175216,7/24/2014 16:00,124167936,3/6/2012 16:00,28937092,3/6/2012 16:00,5614085,3/6/2012 16:00,3181610,3/6/2012 16:00,9057281,3/6/2012 16:00,2410170,3/6/2012 16:00,6714263,3/6/2012 16:00,29645276
3/7/2012 16:00,1264892,7/25/2014 16:00,45917435,3/7/2012 16:00,28518508,3/7/2012 16:00,4951927,3/7/2012 16:00,2173954,3/7/2012 16:00,14916900,3/7/2012 16:00,1878080,3/7/2012 16:00,5873416,3/7/2012 16:00,23750368
3/8/2012 16:00,1345428,7/28/2014 16:00,41725249,3/8/2012 16:00,18444388,3/8/2012 16:00,4223589,3/8/2012 16:00,1614120,3/8/2012 16:00,7795776,3/8/2012 16:00,3592044,3/8/2012 16:00,16847686,3/8/2012 16:00,28444934
3/9/2012 16:00,2671524,7/29/2014 16:00,41324470,3/9/2012 16:00,14960676,3/9/2012 16:00,4510556,3/9/2012 16:00,1724075,3/9/2012 16:00,6292870,3/9/2012 16:00,1739281,3/9/2012 16:00,7808972,3/9/2012 16:00,24045188
3/12/2012 16:00,1669376,7/30/2014 16:00,36853018,3/12/2012 16:00,14545717,3/12/2012 16:00,2588002,3/12/2012 16:00,1354692,3/12/2012 16:00,7576763,3/12/2012 16:00,1136385,3/12/2012 16:00,4503354,3/12/2012 16:00,23680840
3/13/2012 16:00,2247354,7/31/2014 16:00,43991772,3/13/2012 16:00,24673236,3/13/2012 16:00,4404299,3/13/2012 16:00,1737497,3/13/2012 16:00,8734596,3/13/2012 16:00,1213262,3/13/2012 16:00,6350811,3/13/2012 16:00,62583756
3/14/2012 16:00,2936857,8/1/2014 16:00,43535314,3/14/2012 16:00,50672820,3/14/2012 16:00,3699734,3/14/2012 16:00,2066771,3/14/2012 16:00,6374963,3/14/2012 16:00,2554977,3/14/2012 16:00,7209054,3/14/2012 16:00,53026276
3/15/2012 16:00,2435340,8/4/2014 16:00,30776819,3/15/2012 16:00,41416824,3/15/2012 16:00,4160618,3/15/2012 16:00,1834274,3/15/2012 16:00,6755170,3/15/2012 16:00,2008032,3/15/2012 16:00,5768120,3/15/2012 16:00,45012728
3/16/2012 16:00,3050457,8/5/2014 16:00,34986147,3/16/2012 16:00,29481696,3/16/2012 16:00,4934824,3/16/2012 16:00,3556564,3/16/2012 16:00,12077092,3/16/2012 16:00,1593695,3/16/2012 16:00,7337895,3/16/2012 16:00,39886536
3/19/2012 16:00,2172971,8/6/2014 16:00,30985533,3/19/2012 16:00,32186970,3/19/2012 16:00,3904019,3/19/2012 16:00,1608399,3/19/2012 16:00,8251968,3/19/2012 16:00,1462544,3/19/2012 16:00,4634980,3/19/2012 16:00,36664920
3/20/2012 16:00,1540778,8/7/2014 16:00,38140550,3/20/2012 16:00,29166720,3/20/2012 16:00,9167308,3/20/2012 16:00,1500384,3/20/2012 16:00,7911521,3/20/2012 16:00,1500078,3/20/2012 16:00,4757082,3/20/2012 16:00,34158224
3/21/2012 16:00,2469637,8/8/2014 16:00,27202325,3/21/2012 16:00,23001482,3/21/2012 16:00,4215499,3/21/2012 16:00,1693821,3/21/2012 16:00,7302803,3/21/2012 16:00,1159261,3/21/2012 16:00,6042970,3/21/2012 16:00,29350522
3/22/2012 16:00,2410320,8/11/2014 16:00,24591177,3/22/2012 16:00,22290414,3/22/2012 16:00,3740279,3/22/2012 16:00,1499265,3/22/2012 16:00,5710936,3/22/2012 16:00,1313758,3/22/2012 16:00,7722304,3/22/2012 16:00,30066816
3/23/2012 16:00,1940335,8/12/2014 16:00,27418983,3/23/2012 16:00,15374545,3/23/2012 16:00,5984094,3/23/2012 16:00,1601302,3/23/2012 16:00,6957627,3/23/2012 16:00,1489605,3/23/2012 16:00,6041834,3/23/2012 16:00,25471862
3/26/2012 16:00,1821467,8/13/2014 16:00,29265662,3/26/2012 16:00,21276316,3/26/2012 16:00,7620695,3/26/2012 16:00,1884843,3/26/2012 16:00,6214728,3/26/2012 16:00,1361613,3/26/2012 16:00,5645096,3/26/2012 16:00,27046958
3/27/2012 16:00,2008804,8/14/2014 16:00,22207019,3/27/2012 16:00,21683164,3/27/2012 16:00,9600734,3/27/2012 16:00,1310788,3/27/2012 16:00,7351506,3/27/2012 16:00,2650605,3/27/2012 16:00,4877697,3/27/2012 16:00,24979562
3/28/2012 16:00,2538808,8/15/2014 16:00,38909161,3/28/2012 16:00,23409268,3/28/2012 16:00,6246236,3/28/2012 16:00,1608972,3/28/2012 16:00,7124351,3/28/2012 16:00,1510744,3/28/2012 16:00,5056250,3/28/2012 16:00,29453426
3/29/2012 16:00,1924315,8/18/2014 16:00,23973658,3/29/2012 16:00,21722776,3/29/2012 16:00,5711525,3/29/2012 16:00,2245566,3/29/2012 16:00,6691676,3/29/2012 16:00,1112857,3/29/2012 16:00,4111195,3/29/2012 16:00,31559972
3/30/2012 16:00,2312245,8/19/2014 16:00,26678640,3/30/2012 16:00,26108484,3/30/2012 16:00,4440996,3/30/2012 16:00,2558065,3/30/2012 16:00,6942445,3/30/2012 16:00,4115690,3/30/2012 16:00,4431609,3/30/2012 16:00,26893340
4/2/2012 16:00,2284338,8/20/2014 16:00,22916678,4/2/2012 16:00,21369494,4/2/2012 16:00,6430730,4/2/2012 16:00,2705081,4/2/2012 16:00,6465856,4/2/2012 16:00,1035807,4/2/2012 16:00,4603324,4/2/2012 16:00,24608608
4/3/2012 16:00,2044857,8/21/2014 16:00,20101979,4/3/2012 16:00,29805480,4/3/2012 16:00,5001070,4/3/2012 16:00,2823050,4/3/2012 16:00,11180059,4/3/2012 16:00,1702412,4/3/2012 16:00,5422456,4/3/2012 16:00,26009824
4/4/2012 16:00,1628272,8/22/2014 16:00,20897393,4/4/2012 16:00,20463584,4/4/2012 16:00,5459483,4/4/2012 16:00,2529341,4/4/2012 16:00,10851616,4/4/2012 16:00,4777371,4/4/2012 16:00,7769978,4/4/2012 16:00,26655818
4/5/2012 16:00,2317058,8/25/2014 16:00,19734103,4/5/2012 16:00,22856394,4/5/2012 16:00,3209314,4/5/2012 16:00,2752580,4/5/2012 16:00,6528712,4/5/2012 16:00,893097,4/5/2012 16:00,5469430,4/5/2012 16:00,19566294
4/9/2012 16:00,2183535,8/26/2014 16:00,23992668,4/9/2012 16:00,21340578,4/9/2012 16:00,3136878,4/9/2012 16:00,1817662,4/9/2012 16:00,6835088,4/9/2012 16:00,1894226,4/9/2012 16:00,6712622,4/9/2012 16:00,22893696
4/10/2012 16:00,2485078,8/27/2014 16:00,36323060,4/10/2012 16:00,31774636,4/10/2012 16:00,4455491,4/10/2012 16:00,2812042,4/10/2012 16:00,9553144,4/10/2012 16:00,2260858,4/10/2012 16:00,7582653,4/10/2012 16:00,34678912
4/11/2012 16:00,2200268,8/28/2014 16:00,21946738,4/11/2012 16:00,24878968,4/11/2012 16:00,4338218,4/11/2012 16:00,1912560,4/11/2012 16:00,7748050,4/11/2012 16:00,1172764,4/11/2012 16:00,6372243,4/11/2012 16:00,29675792
4/12/2012 16:00,5756582,8/29/2014 16:00,26241162,4/12/2012 16:00,21940308,4/12/2012 16:00,4028910,4/12/2012 16:00,2509831,4/12/2012 16:00,7367649,4/12/2012 16:00,1045220,4/12/2012 16:00,5772926,4/12/2012 16:00,31469514
4/13/2012 16:00,8163012,9/2/2014 16:00,34979438,4/13/2012 16:00,30701580,4/13/2012 16:00,3432203,4/13/2012 16:00,2738352,4/13/2012 16:00,6695991,4/13/2012 16:00,2573573,4/13/2012 16:00,5233062,4/13/2012 16:00,41932944
4/16/2012 16:00,5693458,9/3/2014 16:00,32389102,4/16/2012 16:00,37528008,4/16/2012 16:00,4044271,4/16/2012 16:00,1956608,4/16/2012 16:00,6844578,4/16/2012 16:00,1680443,4/16/2012 16:00,6238308,4/16/2012 16:00,30130160
4/17/2012 16:00,3024414,9/4/2014 16:00,26676444,4/17/2012 16:00,36624496,4/17/2012 16:00,2829460,4/17/2012 16:00,1732842,4/17/2012 16:00,10676308,4/17/2012 16:00,1112195,4/17/2012 16:00,7592687,4/17/2012 16:00,23725596
4/18/2012 16:00,2670380,9/5/2014 16:00,29475854,4/18/2012 16:00,34090352,4/18/2012 16:00,4003095,4/18/2012 16:00,1620279,4/18/2012 16:00,7957298,4/18/2012 16:00,866818,4/18/2012 16:00,5388628,4/18/2012 16:00,19720528
4/19/2012 16:00,3295787,9/8/2014 16:00,28183156,4/19/2012 16:00,29811196,4/19/2012 16:00,4003037,4/19/2012 16:00,1762740,4/19/2012 16:00,6379504,4/19/2012 16:00,11453874,4/19/2012 16:00,13942224,4/19/2012 16:00,25355060
4/20/2012 16:00,3058961,9/9/2014 16:00,28881803,4/20/2012 16:00,36820544,4/20/2012 16:00,3243745,4/20/2012 16:00,2203636,4/20/2012 16:00,8997648,4/20/2012 16:00,5778360,4/20/2012 16:00,11026382,4/20/2012 16:00,23512264
4/23/2012 16:00,2197933,9/10/2014 16:00,29908606,4/23/2012 16:00,34518496,4/23/2012 16:00,3481356,4/23/2012 16:00,1712482,4/23/2012 16:00,37980864,4/23/2012 16:00,3218765,4/23/2012 16:00,5217529,4/23/2012 16:00,27262396
4/24/2012 16:00,1933303,9/11/2014 16:00,32247724,4/24/2012 16:00,38442832,4/24/2012 16:00,3381850,4/24/2012 16:00,1796969,4/24/2012 16:00,30099452,4/24/2012 16:00,3977171,4/24/2012 16:00,6224454,4/24/2012 16:00,19989752
4/25/2012 16:00,1821042,9/12/2014 16:00,26744356,4/25/2012 16:00,32346810,4/25/2012 16:00,3958413,4/25/2012 16:00,2301822,4/25/2012 16:00,28012728,4/25/2012 16:00,1923308,4/25/2012 16:00,5699538,4/25/2012 16:00,20490350
4/26/2012 16:00,2093733,9/15/2014 16:00,49679130,4/26/2012 16:00,19145182,4/26/2012 16:00,10233980,4/26/2012 16:00,2447500,4/26/2012 16:00,25095704,4/26/2012 16:00,3189576,4/26/2012 16:00,4741605,4/26/2012 16:00,23418584
4/27/2012 16:00,1636399,9/16/2014 16:00,37742482,4/27/2012 16:00,14527500,4/27/2012 16:00,22112328,4/27/2012 16:00,1597440,4/27/2012 16:00,8521380,4/27/2012 16:00,4031326,4/27/2012 16:00,6787586,4/27/2012 16:00,18822104
4/30/2012 16:00,2407213,9/17/2014 16:00,28693348,4/30/2012 16:00,18076434,4/30/2012 16:00,9766512,4/30/2012 16:00,1790638,4/30/2012 16:00,7482877,4/30/2012 16:00,2607035,4/30/2012 16:00,4507198,4/30/2012 16:00,20362314
5/1/2012 16:00,2002424,9/18/2014 16:00,23030936,5/1/2012 16:00,21821360,5/1/2012 16:00,6757217,5/1/2012 16:00,2970572,5/1/2012 16:00,9916168,5/1/2012 16:00,1474490,5/1/2012 16:00,5298913,5/1/2012 16:00,25974082
5/2/2012 16:00,1611434,9/19/2014 16:00,76671330,5/2/2012 16:00,15272288,5/2/2012 16:00,4593971,5/2/2012 16:00,2432707,5/2/2012 16:00,7347634,5/2/2012 16:00,1447252,5/2/2012 16:00,4348210,5/2/2012 16:00,19158340
5/3/2012 16:00,1868187,9/22/2014 16:00,31961015,5/3/2012 16:00,13948151,5/3/2012 16:00,4057859,5/3/2012 16:00,4696644,5/3/2012 16:00,6892609,5/3/2012 16:00,980521,5/3/2012 16:00,3941315,5/3/2012 16:00,18648952
5/4/2012 16:00,2207360,9/23/2014 16:00,36814111,5/4/2012 16:00,18928204,5/4/2012 16:00,4587893,5/4/2012 16:00,2796816,5/4/2012 16:00,6953880,5/4/2012 16:00,767058,5/4/2012 16:00,4688473,5/4/2012 16:00,27158552
5/7/2012 16:00,1994515,9/24/2014 16:00,30679642,5/7/2012 16:00,16439031,5/7/2012 16:00,3314226,5/7/2012 16:00,2042884,5/7/2012 16:00,8659390,5/7/2012 16:00,689675,5/7/2012 16:00,5089606,5/7/2012 16:00,28212360
5/8/2012 16:00,2678485,9/25/2014 16:00,37532580,5/8/2012 16:00,17758960,5/8/2012 16:00,4523044,5/8/2012 16:00,2609621,5/8/2012 16:00,10273782,5/8/2012 16:00,1492342,5/8/2012 16:00,12379666,5/8/2012 16:00,27070692
5/9/2012 16:00,2329546,9/26/2014 16:00,28872012,5/9/2012 16:00,17167988,5/9/2012 16:00,3713431,5/9/2012 16:00,2415977,5/9/2012 16:00,11158088,5/9/2012 16:00,1890783,5/9/2012 16:00,8975762,5/9/2012 16:00,27559920
5/10/2012 16:00,1535877,9/29/2014 16:00,34030635,5/10/2012 16:00,11902536,5/10/2012 16:00,4648359,5/10/2012 16:00,2600349,5/10/2012 16:00,7740689,5/10/2012 16:00,3075494,5/10/2012 16:00,7129439,5/10/2012 16:00,24902348
5/11/2012 16:00,2099726,9/30/2014 16:00,35899444,5/11/2012 16:00,14269476,5/11/2012 16:00,4195541,5/11/2012 16:00,2864082,5/11/2012 16:00,7473540,5/11/2012 16:00,2306741,5/11/2012 16:00,5366561,5/11/2012 16:00,36385416
5/14/2012 16:00,1824733,10/1/2014 16:00,55090157,5/14/2012 16:00,12593729,5/14/2012 16:00,3096794,5/14/2012 16:00,1656597,5/14/2012 16:00,6201061,5/14/2012 16:00,1042200,5/14/2012 16:00,6051334,5/14/2012 16:00,29761870
5/15/2012 16:00,2102339,10/2/2014 16:00,36487612,5/15/2012 16:00,17010954,5/15/2012 16:00,5716858,5/15/2012 16:00,2165157,5/15/2012 16:00,10561363,5/15/2012 16:00,1106198,5/15/2012 16:00,4890378,5/15/2012 16:00,28625706
5/16/2012 16:00,4837424,10/3/2014 16:00,23340173,5/16/2012 16:00,20031982,5/16/2012 16:00,5261956,5/16/2012 16:00,2149512,5/16/2012 16:00,10838704,5/16/2012 16:00,669500,5/16/2012 16:00,4949198,5/16/2012 16:00,28229060
5/17/2012 16:00,3354518,10/6/2014 16:00,25729191,5/17/2012 16:00,25614960,5/17/2012 16:00,4507911,5/17/2012 16:00,2022488,5/17/2012 16:00,29295156,5/17/2012 16:00,1425110,5/17/2012 16:00,9094624,5/17/2012 16:00,46082316
5/18/2012 16:00,5976129,10/7/2014 16:00,25317488,5/18/2012 16:00,26153208,5/18/2012 16:00,5233522,5/18/2012 16:00,3152636,5/18/2012 16:00,16631181,5/18/2012 16:00,2018955,5/18/2012 16:00,7991146,5/18/2012 16:00,53578320
5/21/2012 16:00,3075829,10/8/2014 16:00,32975514,5/21/2012 16:00,22538970,5/21/2012 16:00,3580096,5/21/2012 16:00,1598775,5/21/2012 16:00,11150092,5/21/2012 16:00,1841950,5/21/2012 16:00,6622441,5/21/2012 16:00,30867004
5/22/2012 16:00,3052748,10/9/2014 16:00,32487174,5/22/2012 16:00,24813822,5/22/2012 16:00,3733844,5/22/2012 16:00,2244880,5/22/2012 16:00,12074555,5/22/2012 16:00,1163874,5/22/2012 16:00,5063733,5/22/2012 16:00,30215236
5/23/2012 16:00,3178016,10/10/2014 16:00,52146162,5/23/2012 16:00,20889196,5/23/2012 16:00,4243774,5/23/2012 16:00,2915812,5/23/2012 16:00,15682158,5/23/2012 16:00,1072247,5/23/2012 16:00,4236433,5/23/2012 16:00,30587784
5/24/2012 16:00,1892185,10/13/2014 16:00,43937638,5/24/2012 16:00,17721358,5/24/2012 16:00,3141496,5/24/2012 16:00,3558204,5/24/2012 16:00,11303256,5/24/2012 16:00,1153565,5/24/2012 16:00,5010952,5/24/2012 16:00,23765306
5/25/2012 16:00,3582472,10/14/2014 16:00,50299288,5/25/2012 16:00,11730936,5/25/2012 16:00,2171364,5/25/2012 16:00,2379533,5/25/2012 16:00,10180866,5/25/2012 16:00,672779,5/25/2012 16:00,3681479,5/25/2012 16:00,18937458
5/29/2012 16:00,2606651,10/15/2014 16:00,61528317,5/29/2012 16:00,13589478,5/29/2012 16:00,2695938,5/29/2012 16:00,3151324,5/29/2012 16:00,10037047,5/29/2012 16:00,662618,5/29/2012 16:00,5380218,5/29/2012 16:00,20188812
5/30/2012 16:00,1906629,10/16/2014 16:00,53529459,5/30/2012 16:00,18907888,5/30/2012 16:00,4085414,5/30/2012 16:00,3112084,5/30/2012 16:00,9980444,5/30/2012 16:00,1056753,5/30/2012 16:00,5377157,5/30/2012 16:00,28693236
5/31/2012 16:00,2969455,10/17/2014 16:00,76341638,5/31/2012 16:00,17568228,5/31/2012 16:00,4944924,5/31/2012 16:00,3564660,5/31/2012 16:00,16771273,5/31/2012 16:00,703546,5/31/2012 16:00,6817210,5/31/2012 16:00,31905548
6/1/2012 16:00,3058314,10/20/2014 16:00,34701260,6/1/2012 16:00,18606442,6/1/2012 16:00,3953691,6/1/2012 16:00,3096108,6/1/2012 16:00,15302052,6/1/2012 16:00,1006960,6/1/2012 16:00,10833434,6/1/2012 16:00,50530000
6/4/2012 16:00,2433786,10/21/2014 16:00,32252403,6/4/2012 16:00,19892448,6/4/2012 16:00,4302341,6/4/2012 16:00,2404376,6/4/2012 16:00,13877773,6/4/2012 16:00,1479379,6/4/2012 16:00,7035331,6/4/2012 16:00,37813320
6/5/2012 16:00,2340477,10/22/2014 16:00,41862393,6/5/2012 16:00,13864768,6/5/2012 16:00,3546441,6/5/2012 16:00,2143718,6/5/2012 16:00,9341251,6/5/2012 16:00,838883,6/5/2012 16:00,7237668,6/5/2012 16:00,24621696
6/6/2012 16:00,2096173,10/23/2014 16:00,35055800,6/6/2012 16:00,14337466,6/6/2012 16:00,2715054,6/6/2012 16:00,2187023,6/6/2012 16:00,10847071,6/6/2012 16:00,816063,6/6/2012 16:00,5936270,6/6/2012 16:00,38721404
6/7/2012 16:00,1759532,10/24/2014 16:00,32247520,6/7/2012 16:00,13570452,6/7/2012 16:00,3505416,6/7/2012 16:00,1909632,6/7/2012 16:00,12547088,6/7/2012 16:00,789824,6/7/2012 16:00,8321437,6/7/2012 16:00,28902944
6/8/2012 16:00,1410366,10/27/2014 16:00,30168921,6/8/2012 16:00,12410410,6/8/2012 16:00,2876904,6/8/2012 16:00,1889154,6/8/2012 16:00,18012544,6/8/2012 16:00,1497201,6/8/2012 16:00,12061296,6/8/2012 16:00,33931784
6/11/2012 16:00,2662269,10/28/2014 16:00,74211768,6/11/2012 16:00,21116528,6/11/2012 16:00,3749085,6/11/2012 16:00,1569472,6/11/2012 16:00,10493601,6/11/2012 16:00,340262,6/11/2012 16:00,9512791,6/11/2012 16:00,26863744
6/12/2012 16:00,3224142,10/29/2014 16:00,106119520,6/12/2012 16:00,15556423,6/12/2012 16:00,2833765,6/12/2012 16:00,1823536,6/12/2012 16:00,8988074,6/12/2012 16:00,1166872,6/12/2012 16:00,7763638,6/12/2012 16:00,32437466
6/13/2012 16:00,1954607,10/30/2014 16:00,83269554,6/13/2012 16:00,10491890,6/13/2012 16:00,2326254,6/13/2012 16:00,1405831,6/13/2012 16:00,10748883,6/13/2012 16:00,459760,6/13/2012 16:00,8838462,6/13/2012 16:00,30209184
