Day,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
2015-12-24,BATS BYX (Y),48225129,23841405,25702589,97769123,1345827623.649099,906387060.071700,804283399.627503,3056498083.348302,451646,112639,222764,787049
2015-12-24,BATS BZX (Z),75061487,38638115,39331786,153031388,2244907153.009902,2201421822.020698,1434601971.061406,5880930946.092006,670698,173553,349482,1193733
2015-12-23,NYSE MKT (A),0,8149091,3697937,11847028,0.000000,63095539.077300,115569960.540000,178665499.617300,0,24425,20671,45096
2015-12-23,NASDAQ BX (B),68602335,30912306,33276620,132791261,2188947451.379902,1422367539.326103,1268789028.109001,4880104018.815006,632053,143562,293907,1069522
2015-12-23,NSX (C),100,0,43465,43565,954.000000,0.000000,1481068.060000,1482022.060000,1,0,342,343
2015-12-23,NYSE (DN),130113794,47982836,61470124,239566754,4161307462.306838,1922398354.526101,2315410296.431103,8399116113.264042,511310,116270,234607,862187
2015-12-23,NASDAQ (DQ),1129385545,512076943,569029951,2210492439,32942859668.873848,24509520022.723927,17551858399.145889,75004238090.743664,3735829,930875,1738643,6405347
2015-12-23,EDGA (J),89011408,46909414,39157992,175078814,2363209896.397910,1990076764.168004,1180323663.492597,5533610324.058511,728815,209188,298846,1236849
2015-12-23,EDGX (K),210023293,115473018,166506689,492003000,5930858817.107418,4920509790.759998,5074686883.740617,15926055491.608033,1334341,423935,931184,2689460
2015-12-23,CHX (M),6221204,14930763,10005845,31157812,266204517.693000,1604244669.514899,544676233.122600,2415125420.330499,439,3086,960,4485
2015-12-23,NYSE (N),842551536,0,0,842551536,27921547375.957064,0.000000,0.000000,27921547375.957064,2834678,0,0,2834678
2015-12-23,NYSE Arca (P),241498724,293383837,160188628,695071189,8126642938.245034,15912315546.967249,5870803415.510366,29909761900.722649,1750848,818022,1119668,3688538
2015-12-23,NASDAQ (Q),407178597,132467142,376127082,915772821,14977148476.302405,7393715754.806512,14579376881.742359,36950241112.851276,3447399,551937,2266855,6266191
2015-12-23,NASDAQ PSX (X),23703594,15592307,15301250,54597151,715508586.639902,764966900.734800,540812574.569700,2021288061.944402,192279,67378,106187,365844
2015-12-23,BATS BYX (Y),139858914,71577617,64073232,275509763,3763518325.124845,2610812932.865803,2044436472.817103,8418767730.807751,1222853,317542,533078,2073473
2015-12-23,BATS BZX (Z),198628952,104353104,94927863,397909919,6151852491.614563,5930485799.038187,3479302680.452247,15561640971.104997,1639826,440146,768960,2848932
2015-12-22,NYSE MKT (A),0,9091382,3926849,13018231,0.000000,61878369.324000,121368706.141000,183247075.465000,0,24252,21611,45863
2015-12-22,NASDAQ BX (B),71712561,30317125,34207001,136236687,2420992211.961891,1357978626.530598,1302249042.618398,5081219881.110887,657956,146328,308975,1113259
2015-12-22,NSX (C),17951,0,200,18151,505877.300000,0.000000,527.000000,506404.300000,81,0,2,83
2015-12-22,NYSE (DN),148330995,47558343,60299490,256188828,4552186971.584732,2032910684.602690,2326419811.964582,8911517468.152004,566551,113621,239081,919253
2015-12-22,NASDAQ (DQ),1106167899,488493391,533426479,2128087769,31725793700.257459,23796946073.417958,17270980422.606183,72793720196.281600,3793743,875848,1725736,6395327
2015-12-22,EDGA (J),88200804,43933788,39833803,171968395,2483599082.713393,1878266284.162500,1248041821.929294,5609907188.805187,763088,211517,317265,1291870
2015-12-22,EDGX (K),206138699,108042323,160303398,474484420,5981133445.722658,5210961816.763290,5163048179.878872,16355143442.364820,1335044,425374,927552,2687970
2015-12-22,CHX (M),9210137,16590400,3989649,29790186,402941953.689200,1211145123.490000,257821814.985000,1871908892.164200,548,3545,867,4960
2015-12-22,NYSE (N),849765456,0,0,849765456,28441060965.679523,0.000000,0.000000,28441060965.679523,2932368,0,0,2932368
2015-12-22,NYSE Arca (P),240914099,279865313,166597602,687377014,8327897028.245945,15764914182.564094,6419441892.158312,30512253102.968351,1828064,860988,1212294,3901346
2015-12-22,NASDAQ (Q),419178261,130777164,370922411,920877836,16167917115.881016,7693765334.336900,15119043460.541949,38980725910.759865,3729334,565090,2405255,6699679
2015-12-22,NASDAQ PSX (X),23956708,14536174,16564692,55057574,746425605.456800,749382988.087900,609012723.773000,2104821317.317700,190051,65314,119134,374499
2015-12-22,BATS BYX (Y),150842864,68455065,66702095,286000024,4157414557.753772,2558889214.567998,2151108243.870593,8867412016.192363,1333051,319412,580316,2232779
2015-12-22,BATS BZX (Z),209587158,97980579,102588361,410156098,6754391350.920699,5896213663.030309,3864350823.842494,16514955837.793502,1791468,438455,859279,3089202
2015-12-21,NYSE MKT (A),0,10698711,3313828,14012539,0.000000,66585481.295100,86352241.374000,152937722.669100,0,25881,18365,44246
2015-12-21,NASDAQ BX (B),76427694,35008426,36636164,148072284,2489615738.658501,1459068376.597102,1387369496.012902,5336053611.268505,696174,164031,332050,1192255
2015-12-21,NYSE (DN),146371153,50888105,62557173,259816431,4502162046.192632,2119387638.308789,2472319959.000801,9093869643.502222,595446,126398,256171,978015
2015-12-21,NASDAQ (DQ),1140080719,499083946,572783953,2211948618,32947726798.120820,21764501904.485710,19063319132.437318,73775547835.043848,4091573,968248,1887751,6947572
2015-12-21,EDGA (J),97928412,49556752,40993454,188478618,2778812749.192993,1949627722.626301,1346469942.426995,6074910414.246289,828705,233835,335928,1398468
2015-12-21,EDGX (K),218634639,123914617,170658380,513207636,6359746314.123458,5583466300.940005,5751302737.996256,17694515353.059719,1507130,489828,1035401,3032359
2015-12-21,CHX (M),13154382,20213112,4984267,38351761,248069639.649000,1054325243.810000,354168272.510300,1656563155.969300,598,3858,964,5420
2015-12-21,NYSE (N),925336811,0,0,925336811,30197110765.263748,0.000000,0.000000,30197110765.263748,3150628,0,0,3150628
2015-12-21,NYSE Arca (P),264593568,317212747,171676333,753482648,8762205752.634007,15227032748.560747,6936847789.381245,30926086290.575999,2003375,930315,1314840,4248530
2015-12-21,NASDAQ (Q),473648653,150808762,415569713,1040027128,17803533387.016783,8099730642.741970,16872567770.820172,42775831800.578925,4200269,649212,2745708,7595189
2015-12-21,NASDAQ PSX (X),27403459,15627032,18299770,61330261,844406041.670699,777850913.339000,700235831.381296,2322492786.390995,226148,74076,134396,434620
2015-12-21,BATS BYX (Y),161647716,73953933,72145765,307747414,4491369067.834001,2641384072.490796,2351541881.295473,9484295021.620270,1398304,338797,635254,2372355
2015-12-21,BATS BZX (Z),219093700,116858761,107973702,443926163,6881409115.259888,7081336851.855320,4157386854.870784,18120132821.985992,1868040,484419,923054,3275513
2015-12-18,NYSE MKT (A),0,113114794,4349548,117464342,0.000000,345338504.121300,145464120.147000,490802624.268300,0,32474,21279,53753
2015-12-18,NASDAQ BX (B),108352300,53212792,54355477,215920569,3569498586.945577,2505654697.050702,2110145606.498777,8185298890.495056,950600,237089,481007,1668696
2015-12-18,NYSE (DN),181661143,59940143,83351481,324952767,5883113427.901335,2852234454.023000,3453052737.687516,12188400619.611851,742983,163457,323595,1230035
2015-12-18,NASDAQ (DQ),1930932726,803809284,1273566136,4008308146,58116195527.303060,39447656308.775463,41595651486.778251,139159503322.856774,4755967,1231980,2268107,8256054
2015-12-18,EDGA (J),134078839,75225936,63433275,272738050,3766476511.203286,3316800418.624502,2094992773.010297,9178269702.838085,1098357,351236,499261,1948854
2015-12-18,EDGX (K),278699623,176804509,223916147,679420279,8456212785.990100,9923278757.866520,7777377214.948360,26156868758.804980,1914999,722498,1348361,3985858
2015-12-18,CHX (M),34817068,27146041,11665531,73628640,887264224.802800,2183640095.177401,894976598.225000,3965880918.205201,848,6529,2552,9929
2015-12-18,NYSE (N),2542904218,0,0,2542904218,87757411572.665351,0.000000,0.000000,87757411572.665351,3986763,0,0,3986763
2015-12-18,NYSE Arca (P),356531100,453605410,228414260,1038550770,12371542575.444113,27066687649.900762,9549045624.405208,48987275849.750083,2638040,1377459,1683036,5698535
2015-12-18,NASDAQ (Q),604886254,236321522,1560464506,2401672282,23149804602.776664,15924748336.113365,56113883519.244106,95188436458.134135,5140723,1016005,3742925,9899653
2015-12-18,NASDAQ PSX (X),35557384,24062232,26096583,85716199,1102835140.395800,1418445693.582901,1018129966.202299,3539410800.181000,275844,108422,188092,572358
2015-12-18,BATS BYX (Y),232655507,104281852,109477052,446414411,6528036150.651307,4299194676.768299,3513815736.045922,14341046563.465528,1902434,487543,905076,3295053
2015-12-18,BATS BZX (Z),291087212,171266023,150909061,613262296,9449708313.858541,11249511542.314835,6213821599.637515,26913041455.810891,2378182,750859,1231423,4360464
2015-12-17,NYSE MKT (A),0,9779674,4909257,14688931,0.000000,64031791.443700,126141537.136000,190173328.579700,0,26059,24123,50182
2015-12-17,NASDAQ BX (B),91969099,43715867,44015370,179700336,3081149528.491691,1899816304.437302,1737905181.225497,6718871014.154490,843295,189846,406421,1439562
