Day,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
2018-12-31,NYSE American (A),5446922,16623229,2136144,24206295,206002324.155200,206124838.999700,100806681.688200,512933844.843100,50149,40802,20906,111857
2018-12-31,NASDAQ BX (B),75242142,35337447,40462883,151042472,2766566662.077300,2020953624.636100,1834149955.362500,6621670242.075900,743703,182992,409767,1336462
2018-12-31,NYSE National (C),37472438,20175919,16808213,74456570,879150944.761000,693061803.461600,570775966.317000,2142988714.539600,324857,89282,170406,584545
2018-12-31,FINRA / NYSE TRF (DN),223690822,142984062,206261024,572935908,5007570098.675600,6245700331.491802,8468072176.181602,19721342606.349004,484602,251112,478680,1214394
2018-12-31,FINRA / Nasdaq TRF Carteret (DQ),936579275,661943842,602130390,2200653507,29550030788.151394,42443995528.962894,28306045001.072604,100300071318.186892,3433707,1390856,2034933,6859496
2018-12-31,EDGA Equities (J),50546618,34081082,27702424,112330124,1811660697.710100,2021339117.023100,1508582968.860300,5341582783.593500,483700,173328,259750,916778
2018-12-31,EDGX Equities (K),154205119,103395469,113925935,371526523,4441485189.051900,6635474300.171797,5255817579.669401,16332777068.893098,1002007,464624,731650,2198281
2018-12-31,CHX (M),8916482,17262644,7768404,33947530,353850741.987600,1618150573.875000,808710752.392200,2780712068.254800,4342,11359,7696,23397
2018-12-31,NYSE (N),985652800,50973718,35997903,1072624421,35720368066.773798,3606425477.418300,1898188342.752100,41224981886.944198,2744174,176739,204509,3125422
2018-12-31,NYSE Arca (P),172677026,374273004,161914660,708864690,5851732782.052400,21716596497.412096,7843642113.870597,35411971393.335093,1316123,1072724,1169359,3558206
2018-12-31,NASDAQ (Q),375532806,239454016,654595555,1269582377,14311760465.355101,16067979791.575699,32813691324.373993,63193431581.304793,3433951,1097640,3592082,8123673
2018-12-31,IEX (V),83230204,29486581,42203130,154919915,2831738696.481500,1665734531.138501,1917744448.595501,6415217676.215502,624223,135919,330488,1090630
2018-12-31,NASDAQ PSX (X),14183311,25403586,14221832,53808729,497080745.510600,1952971535.094600,994868179.734100,3444920460.339300,119781,106169,115914,341864
2018-12-31,BYX Equities (Y),152742902,91375524,68620593,312739019,3918277353.198100,4094582600.460301,2594809091.383400,10607669045.041801,1260374,426695,639125,2326194
2018-12-31,BZX Equities (Z),185802328,145463939,114573439,445839706,6676331649.806100,9713409313.501300,6323207336.688200,22712948299.995600,1645534,710385,1055514,3411433
2018-12-28,NYSE American (A),6458480,14179499,2227421,22865400,251430668.707000,222474938.589900,123561728.716100,597467336.013000,60939,43128,22371,126438
2018-12-28,NASDAQ BX (B),87779755,42068792,48382316,178230863,3219515500.027300,2356395548.982200,2215945008.401300,7791856057.410800,864765,228212,491899,1584876
2018-12-28,NYSE National (C),45188940,22918671,18485244,86592855,1121800988.808000,819721282.456000,669839652.575900,2611361923.839900,391775,122676,188930,703381
2018-12-28,FINRA / NYSE TRF (DN),248010508,150765672,240423915,639200095,5727138013.436597,7348315837.832694,10212256052.644295,23287709903.913586,514430,264761,526055,1305246
2018-12-28,FINRA / Nasdaq TRF Carteret (DQ),1011866572,697511664,642953909,2352332145,31568374878.522598,42143612072.664207,31012344013.485398,104724330964.672203,3635825,1255339,2166961,7058125
2018-12-28,EDGA Equities (J),60815981,42090597,32752226,135658804,2337570574.974400,2300499838.270100,1888520620.759200,6526591034.003700,578966,210531,311520,1101017
2018-12-28,EDGX Equities (K),161330900,110651436,124959523,396941859,5217264965.895100,7435342196.566502,6032812270.242400,18685419432.704002,1119602,539121,835777,2494500
2018-12-28,CHX (M),12647389,24130905,6900268,43678562,664407831.075000,2262286843.259999,891869157.228500,3818563831.563499,6229,19143,9832,35204
2018-12-28,NYSE (N),897117683,59417758,41205652,997741093,31400159447.539501,4604869426.533799,2318724119.502200,38323752993.575500,3227752,220610,250059,3698421
2018-12-28,NYSE Arca (P),207770132,401640120,179163695,788573947,7195642147.484599,23427737500.216806,9341095132.929402,39964474780.630807,1592615,1275839,1345181,4213635
2018-12-28,NASDAQ (Q),466711590,299346507,601367480,1367425577,18044186838.442702,20439672206.902994,32509570688.484689,70993429733.830385,4181251,1451736,4100636,9733623
2018-12-28,IEX (V),98399727,33108151,45795824,177303702,3287963129.381300,1875617508.710601,2269798072.573500,7433378710.665401,690914,142730,355605,1189249
2018-12-28,NASDAQ PSX (X),18255040,28018664,17084342,63358046,700677279.950800,2068778738.455700,1314843479.485300,4084299497.891800,147512,133661,145328,426501
2018-12-28,BYX Equities (Y),184461860,102958946,77518970,364939776,4624214964.972700,4580960136.733199,3008060463.908600,12213235565.614499,1492964,497213,720292,2710469
2018-12-28,BZX Equities (Z),221628594,179347112,137036380,538012086,8171885859.654604,12094079437.118699,8150544427.508600,28416509724.281903,1973476,950545,1247866,4171887
2018-12-27,NYSE American (A),6657790,12140756,2470389,21268935,243996665.029100,262061845.730300,138917631.011000,644976141.770400,62700,45179,25366,133245
2018-12-27,NASDAQ BX (B),92915052,42772135,50586180,186273367,3332524140.196700,2466999573.173200,2403447343.166500,8202971056.536400,895818,232410,516128,1644356
2018-12-27,NYSE National (C),49964388,24920611,19894378,94779377,1219015807.768100,907331022.839300,741172235.309900,2867519065.917300,436550,123065,204696,764311
